lemma,freq
grammairien,1.08
grammatical,0.68
grammaticalement,0.14
gramme,5.81
grammer,0.03
gramophone,1.14
grana,0.14
grand,1244.66
grand-angle,0.06
grand-chose,36.08
grand-duc,2.04
grand-duché,0.07
grand-faim,0.20
grand-guignol,0.01
grand-guignolesque,0.01
grand-hâte,0.07
grand-hôtel,0.07
grand-maître,0.10
grand-messe,1.28
grand-mère,94.59
grand-neige,0.07
grand-officier,0.07
grand-oncle,4.26
grand-papa,2.35
grand-peine,4.86
grand-peur,0.20
grand-place,1.35
grand-prêtre,0.20
grand-père,96.49
grand-quartier,0.34
grand-route,3.65
grand-rue,2.36
grand-salle,0.20
grand-tante,1.76
grand-vergue,0.05
grand-voile,0.27
grandement,2.84
grandesse,0.14
grandet,0.14
grandeur,28.38
grandiloque,0.07
grandiloquence,0.81
grandiloquent,1.69
grandiose,10.00
grandiosement,0.14
grandir,63.99
grandissant,5.47
grandissement,0.07
grandissime,0.07
grands-parents,9.19
grange,46.01
grangette,0.14
granit,10.07
granite,0.47
granitique,0.61
granito,0.07
granité,0.17
granulaire,0.01
granulation,0.34
granuleux,1.55
granulie,0.01
granulome,0.03
granulé,0.47
grape-fruit,0.27
graphe,0.14
graphie,0.61
graphique,1.31
graphisme,0.41
graphiste,0.18
graphite,0.29
graphologie,0.15
graphologique,0.07
graphologue,0.20
graphomane,0.14
graphomanie,0.07
graphomètre,0.07
graphophone,0.01
grappa,0.72
grappe,12.30
grappillage,0.07
grappiller,0.95
grappilleur,0.01
grappillon,0.14
grappin,1.54
gras,48.92
gras-double,1.08
grassement,0.81
grasseyant,0.61
grasseyement,0.41
grasseyer,0.61
grassouillet,1.96
gratifiant,0.99
gratification,0.68
gratifier,4.26
gratin,2.16
gratiner,0.81
gratiné,0.47
gratinée,0.14
gratis,4.39
gratis pro deo,0.14
gratitude,8.38
gratos,3.94
gratouillis,0.07
grattage,0.41
grattant,0.07
gratte,0.56
gratte-ciel,3.04
gratte-cul,0.14
gratte-dos,0.11
gratte-papier,0.67
gratte-pieds,0.20
grattement,1.49
gratter,38.51
gratteur,0.34
grattoir,1.49
grattouiller,0.27
grattouillis,0.07
gratture,0.07
gratuit,24.28
gratuitement,6.37
gratuité,1.69
grau,0.01
gravats,4.12
grave,142.48
graveleux,1.35
gravelle,0.34
gravement,19.73
graver,18.38
graveur,1.08
gravide,0.04
gravidité,0.01
gravier,15.41
gravillon,1.22
gravir,17.16
gravissime,0.41
gravitation,1.22
gravitationnel,1.66
graviter,1.08
gravité,17.16
gravos,0.27
gravosse,1.42
gravure,10.00
gravé,2.57
gray,0.10
grec,29.46
gredin,1.82
green,1.13
greffage,0.01
greffe,5.41
greffer,2.33
greffier,3.65
greffon,0.33
greffé,0.41
grelot,4.66
grelottant,2.16
grelottement,0.95
grelotter,10.27
grelotteux,0.07
greluche,1.01
greluchon,0.20
grenache,0.27
grenadage,0.03
grenade,12.97
grenader,0.20
grenadeur,0.01
grenadier,4.05
grenadine,3.99
grenaille,0.14
grenat,3.85
grenier,24.39
grenoblois,0.14
grenouillage,0.14
grenouillard,0.07
grenouille,10.47
grenouille-taureau,0.01
grenouillère,0.14
grenu,1.89
gressin,0.27
gretchen,1.89
grever,0.81
gri-gri,0.21
gribiche,0.14
gribouillage,0.66
gribouille,0.47
gribouiller,1.69
gribouilleur,0.07
gribouillis,1.01
grief,7.43
griffage,0.07
griffe,13.92
griffer,9.53
griffeur,0.01
griffon,1.42
griffonnage,0.61
griffonner,7.97
griffonneur,0.14
griffu,1.89
griffure,0.82
griffé,0.81
grifton,0.14
grignotage,0.34
grignotement,0.88
grignoter,10.27
grignotis,0.14
grigou,0.41
grigri,0.61
gril,1.76
grill,1.66
grill-room,0.27
grillade,1.08
grilladerie,0.02
grillage,12.03
grillagé,2.64
grille,58.24
grille-pain,2.90
griller,14.20
grillon,4.59
grillé,7.57
grimace,31.49
grimace-éclair,0.01
grimacement,0.07
grimacer,12.36
grimacier,0.34
grimage,0.20
grimaçant,3.04
grimer,0.81
grimoire,1.22
grimpant,1.55
grimpe,1.65
grimper,51.15
grimpette,1.01
grimpeur,0.91
grimpée,0.07
grincement,9.59
grincer,19.53
grinche,0.02
grincheux,1.54
grinchir,0.14
gringalet,0.61
gringo,4.64
gringue,1.15
gringuer,0.14
grinçant,3.78
griot,1.55
griotte,3.18
grip,0.20
grippal,0.03
grippe,8.22
grippe-sou,0.25
gripper,1.22
grippé,0.47
gris,154.86
gris-blanc,0.20
gris-bleu,1.69
gris-gris,0.74
gris-jaune,0.20
gris-perle,0.14
gris-rose,0.41
gris-vert,1.55
grisaille,7.77
grisant,3.24
grisbi,1.22
griser,10.27
griserie,2.23
grisette,0.41
grison,0.01
grisonnant,3.04
grisonner,0.88
grisotte,0.07
grisou,1.22
grisâtre,13.04
grisé,0.61
grive,1.82
grivet,0.01
griveton,1.08
grivois,0.95
grivoiserie,0.20
grivèlerie,0.20
grizzli,0.57
grizzly,0.74
grièvement,1.68
groenlandais,0.14
grog,1.42
groggy,0.71
grognant,0.27
grognard,0.74
grognasse,0.95
grognasser,0.20
grogne,1.62
grognement,9.53
grogner,31.42
grognon,1.22
grognonner,0.20
groin,1.89
grole,0.34
grolle,1.49
grommeler,13.92
grommellement,0.74
grondant,1.42
grondement,14.80
gronder,22.70
grondeur,1.35
grondin,1.69
groom,2.57
gros,353.45
gros-bec,0.07
gros-cul,0.14
gros-grain,0.41
gros-porteur,0.02
groschen,0.07
groseille,1.89
groseillier,0.61
grossesse,7.09
grosseur,2.97
grossi,0.95
grossier,22.57
grossir,14.80
grossissant,1.28
grossissement,0.81
grossiste,0.81
grossium,0.88
grossièrement,5.41
grossièreté,6.15
grosso modo,1.89
grotesque,12.97
grotesquement,0.95
grotte,21.96
grouillant,4.73
grouillement,4.73
grouiller,22.39
grouillis,0.47
grouillot,0.74
grouiner,0.01
groumer,1.22
ground,0.27
group,7.65
groupage,0.01
groupe,122.50
groupement,6.22
grouper,13.31
groupie,1.34
groupuscule,0.54
groupé,2.43
grouse,0.68
gruau,0.73
grue,6.22
gruger,0.48
grume,0.47
grumeau,1.01
grumeleux,1.89
grumier,0.01
grunge,0.27
gruppetto,0.14
grutier,2.30
gruyère,4.80
grâce,85.61
grèbe,0.07
grège,1.28
grègues,0.07
grès,4.05
grève,26.55
gré,28.04
gréage,0.01
grébiche,0.01
gréco,0.15
gréco-romain,0.68
gréement,0.34
gréer,0.61
grégaire,0.47
grégeois,0.34
grégorien,1.35
grésil,0.41
grésillant,0.68
grésillement,3.85
grésiller,5.61
gréviste,2.36
grêle,8.24
grêler,1.49
grêlon,1.01
grêlé,0.47
guacamole,0.43
guadeloupéenne,0.14
guanaco,0.01
guanine,0.04
guano,0.23
guaracha,0.02
guarani,0.07
guatémaltèque,0.07
guelfe,0.20
guenille,4.46
guenilleux,0.54
guenipe,0.07
guenon,1.89
guerre,354.59
guerre-éclair,0.14
guerrier,16.75
guerroyer,1.08
guerroyeur,0.07
guet,7.70
guet-apens,0.74
guets-apens,0.07
guette,0.34
guetter,51.01
guetteur,4.46
gueugueule,0.07
gueulante,1.49
gueulard,0.88
gueule,125.22
gueule-de-loup,0.07
gueulement,0.81
gueuler,27.30
gueules-de-loup,0.14
gueuleton,1.08
gueuletonner,0.20
gueulette,0.14
gueuloir,0.07
gueuserie,0.47
gueux,4.66
gueuze,0.07
gugusse,1.12
gui,2.90
guibole,0.34
guibolle,4.93
guiche,0.27
guichet,8.45
guichetier,0.47
guidage,1.19
guidance,0.01
guide,22.84
guide-interprète,0.07
guider,26.22
guidon,7.03
guigne,1.35
guigner,1.69
guignol,6.15
guignolesque,0.07
guignolet,0.20
guignon,0.20
guilde,0.57
guili-guili,0.16
guillaume,0.20
guilledou,0.20
guillemet,1.55
guillemot,0.11
guilleret,3.24
guillotine,5.61
guillotiner,1.89
guillotineur,0.14
guillotiné,0.47
guimauve,2.43
guimbarde,1.69
guimpe,1.15
guinche,0.47
guincher,0.20
guindal,0.61
guindant,0.10
guindeau,0.07
guinder,1.55
guindé,2.43
guinguette,3.04
guinée,1.40
guinéen,0.41
guipure,1.15
guirlande,9.05
guise,20.61
guitare,14.80
guitariste,4.39
guitoune,5.68
gulden,0.10
gun,1.51
guna,0.04
guppy,0.55
guru,0.08
gus,8.50
gusse,0.14
gustatif,0.21
gustation,0.14
gusto,0.88
gut,0.64
gutta-percha,0.03
guttural,2.97
guyanais,0.07
guzla,0.07
guède,0.02
guère,110.68
gué,2.03
guéable,0.07
guéguerre,0.41
guépard,0.74
guéret,0.27
guéri,4.05
guéridon,11.42
guérilla,2.17
guérillero,2.81
guérir,44.73
guérison,5.84
guérissable,0.20
guérisseur,3.20
guérite,5.07
guévariste,0.14
guêpe,6.42
guêpier,0.68
guêpière,1.22
guêtre,4.80
guêtré,0.07
gy,1.15
gym,9.18
gymkhana,0.27
gymnase,4.28
gymnasium,0.14
gymnaste,1.35
gymnastique,10.00
gymnique,0.14
gymnopédie,0.07
gymnosophiste,0.14
gynéco,0.96
gynécologie,0.28
gynécologique,0.27
gynécologue,3.85
gynécomastie,0.03
gynécée,0.20
gypaète,0.08
gypse,0.34
gypseux,0.14
gypsophile,0.08
gyrocompas,0.14
gyrophare,1.42
gyroscope,0.61
gyroscopique,0.07
gyrus,0.07
gâchage,0.07
gâche,1.82
gâcher,49.57
gâchette,5.09
gâcheur,0.07
gâchis,6.24
gâpette,0.07
gâte-bois,0.07
gâte-sauce,0.14
gâteau,55.19
gâter,14.26
gâterie,2.91
gâteux,3.92
gâtine,0.07
gâtisme,0.95
gâté,4.73
gène,8.07
géant,22.91
gégène,0.41
géhenne,0.58
gélatine,1.35
gélatineux,1.62
gélatino-bromure,0.07
gélifiant,0.01
gélification,0.07
géline,0.20
gélinotte,0.07
gélolevure,0.07
gélose,0.07
gélule,0.88
gémeau,0.40
gémellaire,7.43
gémellité,3.38
gémir,36.89
gémissant,2.64
gémissement,16.76
gémisseur,0.20
gémonies,0.07
génial,134.47
génialement,0.20
génialité,0.07
génie,51.62
génique,0.40
génisse,1.76
génital,2.43
génitalité,0.07
géniteur,2.50
génocidaire,0.04
génocide,1.25
génois,1.42
génome,0.63
génomique,0.11
génotype,0.11
génuflexion,1.01
génuine,0.07
généalogie,1.96
généalogique,2.50
généalogiste,0.17
général,236.89
généralement,16.89
généralife,0.20
généralisable,0.07
généralisation,0.61
généraliser,1.22
généralissime,1.82
généraliste,0.72
généralisé,2.30
généralité,1.96
générateur,8.96
génératif,0.02
génération,37.77
générationnel,0.27
générer,2.83
généreusement,4.53
généreux,23.72
générique,1.71
générosité,11.55
généré,0.06
génésique,0.07
généticien,0.60
génétique,8.06
génétiquement,1.90
géo,1.22
géode,0.04
géodésigraphe,0.07
géodésique,0.27
géographe,0.95
géographie,8.51
géographique,3.51
géographiquement,0.47
géologie,0.61
géologique,0.81
géologiquement,0.03
géologue,1.11
géomagnétique,0.03
géomancie,0.07
géomètre,6.20
géométrie,5.20
géométrique,4.80
géométriquement,0.41
géophysique,0.17
géopolitique,0.14
géorgien,0.68
géostationnaire,0.04
géostratégie,0.07
géosynchrone,0.02
géothermie,0.01
géothermique,0.13
géotropique,0.20
gérable,0.29
gérance,1.15
géranium,4.12
gérant,8.72
gérer,27.51
gériatrie,0.07
gériatrique,0.09
géronte,0.14
gérontisme,0.01
gérontologie,0.27
gérontologue,0.07
géré,0.05
gésier,0.88
gésine,0.34
gésir,15.68
gênant,10.33
gêne,27.30
gêner,71.01
gêneur,1.01
gêné,16.82
gîte,6.49
gîter,1.28
ha,21.54
habanera,0.01
habile,17.16
habilement,5.20
habileté,10.88
habilitation,0.22
habilité,0.58
habillage,0.14
habillement,2.50
habiller,67.36
habilleur,0.72
habillé,17.23
habit,27.64
habitabilité,0.07
habitable,2.09
habitacle,1.69
habitant,29.46
habitat,1.38
habitation,5.61
habiter,128.30
habitude,154.46
habituel,39.93
habituellement,7.70
habituer,46.42
habitus,0.14
habitué,10.68
habité,3.85
hachage,0.01
hachard,0.07
hache,13.65
hache-paille,0.14
hacher,6.01
hachette,0.74
hacheur,0.27
hachis,1.22
hachisch,0.07
hachoir,0.81
hachure,1.55
haché,5.07
hacienda,0.93
hack,0.23
hacker,0.99
haddock,0.54
hadith,0.01
hadj,1.88
hadji,0.47
hagard,13.18
haggadah,0.02
haggis,0.27
hagiographe,0.47
hagiographie,0.20
haha,1.22
hai,1.28
haie,26.08
haillon,3.78
haillonneux,0.20
haine,52.50
haineusement,0.68
haineux,6.42
haire,0.20
haka,0.01
hakka,0.01
halage,1.55
halal,0.24
halcyon,0.02
hale,0.07
haleine,23.04
haler,2.30
haletant,9.80
haleter,11.76
haleur,0.34
half-track,0.14
hall,26.76
hallali,1.35
halle,9.32
hallebarde,1.28
hallebardier,0.68
hallier,1.76
halloween,0.04
hallucinant,2.91
hallucination,7.88
hallucinatoire,0.39
halluciner,3.44
hallucinogène,0.61
halluciné,1.35
halo,8.38
halogène,0.12
halogénure,0.01
halon,0.08
halopéridol,0.12
halothane,0.50
halte,14.27
halte-garderie,0.02
halter,0.20
haltère,1.35
haltérophile,0.27
haltérophilie,0.18
halva,0.07
halètement,3.72
hamac,3.78
hamada,0.17
hamadryade,0.01
hamadryas,0.01
hamamélis,0.01
hambourgeois,0.20
hamburger,7.47
hameau,10.61
hameçon,3.24
hammam,1.55
hammerless,0.27
hampe,3.11
hamster,2.51
han,1.96
hanap,0.34
hanche,32.36
hand-ball,0.08
handball,0.52
handicap,3.70
handicapant,0.15
handicaper,2.32
handicapeur,0.06
handicapé,4.90
hangar,18.85
hanneton,5.34
hanoukka,0.31
hanovrien,0.07
hanséatique,0.10
hantavirus,0.03
hanter,15.20
hanteur,0.07
hantise,5.07
hanté,1.99
happe,0.14
happement,0.20
happening,0.54
happer,8.24
happy end,0.51
happy few,0.14
haptoglobine,0.01
haque,1.62
haquenée,0.07
haquet,0.20
hara-kiri,0.41
harangue,1.22
haranguer,1.89
harari,0.02
haras,1.01
harassant,1.42
harassement,0.27
harasser,1.28
harassé,2.50
harcelant,0.61
harceler,11.12
harceleur,0.17
harcèlement,3.69
hard,2.72
hard edge,0.01
hard-top,0.01
harde,8.99
harder,0.18
hardi,10.68
hardiesse,2.64
hardiment,1.62
hare,0.49
harem,15.95
hareng,6.08
harenguet,0.01
harenguier,0.10
harengère,0.14
haret,0.07
harfang,0.07
hargne,4.53
hargneusement,1.42
hargneux,9.46
haricot,13.45
haridelle,0.61
harissa,0.20
harki,0.41
harmattan,0.07
harmonica,1.76
harmoniciste,0.02
harmonie,16.22
harmonieusement,1.28
harmonieux,7.09
harmonique,0.61
harmoniquement,0.01
harmonisation,0.07
harmoniser,1.42
harmonium,3.51
harnachement,1.55
harnacher,1.62
harnaché,0.88
harnais,3.92
harnois,0.20
haro,1.35
harpagon,0.01
harpe,5.34
harper,7.25
harpie,1.42
harpin,0.07
harpiste,0.27
harpon,2.03
harponnage,0.17
harponner,1.22
harponneur,0.20
hart,0.41
has been,0.20
hasard,124.19
hasarder,6.35
hasardeusement,0.07
hasardeux,2.77
hasch,2.16
haschich,0.47
haschisch,0.41
hase,0.27
haseki,0.20
hassidim,0.22
hassidique,0.09
hassidisme,0.07
hauban,1.01
haubert,0.54
hausse,3.38
haussement,5.68
hausser,71.96
haussier,0.02
haussière,0.14
haut,196.76
haut-commandement,1.22
haut-commissaire,7.97
haut-commissariat,0.81
haut-de-chausse,0.15
haut-de-chausses,0.20
haut-de-forme,1.62
haut-fond,1.08
haut-le-coeur,1.01
haut-le-corps,1.76
haut-parleur,7.36
haut-relief,0.20
hautain,10.88
hautainement,0.07
hautbois,1.62
haute,2.84
haute-fidélité,0.07
hautement,4.83
hautesse,1.42
hauteur,77.70
hautin,0.11
havanais,0.07
havanaise,0.01
havane,0.95
haveneau,0.14
haver,10.73
havrais,0.07
havre,3.11
havresac,2.16
hawaïen,0.20
hayon,0.14
haï,0.81
haïk,0.61
haïkaï,0.07
haïku,0.30
haïr,55.42
haïssable,1.62
haïtien,1.01
heaume,1.01
hebdo,1.49
hebdomadaire,4.46
hebdomadairement,0.20
hectare,6.35
hecto,0.07
hein,437.20
hello,10.82
hellène,0.68
hellénique,0.81
helléniser,0.27
hellénisme,0.34
helléniste,0.27
hellénistique,0.14
helminthe,0.07
helvète,0.20
helvétien,0.07
helvétique,0.81
hem,0.20
hemlock,0.23
hennin,0.34
hennir,1.55
hennissant,0.34
hennissement,2.91
henné,1.15
henry,0.15
hep,1.96
heptagone,0.14
heptaméron,0.07
heptane,0.04
herbage,1.35
herbe,118.51
herber,0.22
herbette,0.14
herbeux,1.01
herbicide,0.32
herbier,1.28
herbivore,0.27
herboriser,0.54
herboriste,0.88
herboristerie,0.14
herbu,1.82
hercher,0.03
hercule,0.77
herculéen,0.74
hercynien,0.14
hermaphrodisme,0.07
hermaphrodite,0.37
hermaphroditisme,0.07
hermine,1.69
herminette,0.14
herminé,0.07
hermès,0.73
herméneutique,0.01
hermétique,3.11
hermétiquement,1.55
hermétisme,0.20
herniaire,0.41
hernie,2.91
hernieux,0.07
herpès,0.86
herpétique,0.03
herpétologie,0.04
herpétologiste,0.01
herse,2.57
herser,0.34
hertz,0.09
hessois,0.14
hetman,0.34
heu,35.17
heur,1.15
heure,924.05
heureusement,51.35
heureux,248.45
heuristique,0.03
heurt,6.15
heurter,39.05
heurtoir,0.61
heurté,1.89
hexagonal,1.96
hexagone,0.61
hi,5.41
hi-fi,0.87
hi-han,0.20
hiatus,1.01
hibernation,0.82
hiberner,0.65
hibiscus,1.08
hibou,5.01
hic,2.91
hic et nunc,0.41
hickory,0.14
hidalgo,0.61
hideur,0.81
hideusement,0.34
hideux,9.26
hier,223.77
high life,0.41
high-life,0.27
high-tech,0.32
highlander,0.30
higoumène,0.07
hilaire,0.02
hilarant,2.37
hilare,8.72
hilarité,4.12
hile,0.24
hiloire,0.07
himalaya,0.14
himalayenne,0.07
hindi,0.14
hindou,2.03
hindouisme,0.28
hindoustani,0.03
hip,4.43
hip-hop,1.74
hippie,3.68
hippique,2.91
hippisme,0.02
hippo,45.61
hippocampe,0.63
hippocratique,0.14
hippodrome,1.35
hippogriffe,0.19
hippomobile,0.10
hippophagique,0.14
hippopotame,2.52
hippopotamesque,0.07
hippy,0.34
hirsute,5.61
hirsutisme,0.02
hirudine,0.01
hispanique,0.50
hispano,0.54
hispano-américain,0.27
hispano-cubain,0.07
hispano-mauresque,0.07
hispanophone,0.02
hisse,0.88
hisser,22.36
histamine,0.15
histaminique,0.03
hister,0.02
histocompatibilité,0.14
histoire,359.92
histologie,0.11
histologique,0.07
histopathologie,0.03
histoplasmose,0.01
historicité,0.14
historien,6.28
historiette,0.34
historiographe,0.01
historiographie,0.11
historique,18.24
historiquement,0.99
histrion,0.41
hit,1.59
hit-parade,0.73
hitchcockien,0.14
hitlérien,4.59
hitlérisme,0.68
hittite,0.41
hiv,1.62
hiver,99.53
hivernage,0.95
hivernal,1.82
hivernant,0.20
hiverner,0.81
hiérarchie,9.86
hiérarchique,1.49
hiérarchiquement,0.20
hiérarchisation,0.07
hiérarchisé,0.34
hiératique,1.69
hiératiquement,0.07
hiératisme,0.54
hiéroglyphe,1.49
hiéroglyphique,0.03
hiérophante,0.20
ho,20.06
hobby,3.11
hobereau,1.82
hochement,5.68
hochepot,0.14
hocher,41.15
hochet,2.23
hockey,6.38
hockeyeur,0.50
hodgkinien,0.01
hodja,0.19
hoirie,0.34
hold-up,7.78
holding,0.73
holistique,0.15
hollandais,5.47
hollandaise,0.18
hollande,0.07
hollywoodien,1.28
holocauste,1.61
hologramme,1.93
holographe,0.04
holographie,0.07
holographique,0.56
holster,0.27
holà,4.87
hom,0.54
homard,5.34
hombre,1.60
home,4.00
home-trainer,0.01
homeland,0.14
homicide,12.07
hominien,0.14
hominisation,0.07
hommage,16.69
hommasse,0.61
homme,1398.85
homme-chien,0.14
homme-clé,0.04
homme-femme,0.36
homme-grenouille,0.35
homme-loup,0.05
homme-machine,0.04
homme-oiseau,0.05
homme-orchestre,0.07
homme-poisson,0.06
homme-robot,0.07
homme-sandwich,0.41
homme-serpent,0.27
homo,8.15
homo erectus,0.04
homo habilis,0.07
homogène,2.77
homogénéisateur,0.14
homogénéisation,0.07
homogénéisé,0.07
homogénéité,0.34
homologable,0.07
homologation,0.20
homologue,0.30
homologuer,0.41
homologué,0.27
homoncule,0.07
homonyme,0.47
homonymie,0.27
homonymique,0.07
homophile,0.14
homophilie,0.07
homophobe,0.73
homophone,0.01
homophonie,0.07
homosexualité,4.81
homosexuel,5.81
homosexuelle,0.28
homozygote,0.01
homuncule,0.14
homélie,0.81
homéopathe,0.15
homéopathie,0.58
homéopathique,0.17
homéostatique,0.01
homéothermie,0.01
homérique,0.95
hon,1.01
hondurien,0.01
hong kong,0.03
hongkongais,0.14
hongre,0.47
hongrois,3.92
hongroise,1.08
honneur,130.69
honni,0.61
honnir,1.01
honnête,53.89
honnêtement,12.06
honnêteté,7.20
honorabilité,1.15
honorable,11.44
honorablement,1.55
honoraire,0.90
honorer,22.65
honorifique,0.68
honoris causa,0.27
honoré,2.58
honte,103.40
honteusement,2.43
honteux,22.30
hooligan,0.72
hop,26.52
hopak,0.01
hopi,0.14
hoplite,0.07
hoquet,7.91
hoqueter,5.54
horaire,8.94
horde,7.03
horion,0.88
horizon,66.15
horizontal,10.47
horizontale,3.04
horizontalement,1.96
horizontalité,0.20
horloge,16.49
horloger,5.41
horlogerie,1.08
hormis,5.74
hormonal,0.77
hormone,4.69
hornblende,0.01
horoscope,2.90
horreur,69.46
horrible,67.22
horriblement,4.53
horrifiant,1.49
horrifier,3.04
horrifique,0.14
horrifié,2.16
horripilant,0.68
horripilation,0.20
horripiler,1.49
hors,92.43
hors-bord,0.61
hors-cote,0.01
hors-d'oeuvre,1.96
hors-jeu,1.13
hors-la-loi,3.21
hors-piste,0.45
hors-série,0.20
horse-guard,0.14
hortensia,2.03
horticulteur,0.54
horticultrice,0.01
horticulture,0.27
hortillonnage,0.07
hosanna,0.54
hosannah,0.27
hospice,6.96
hospitalier,2.91
hospitalisation,0.85
hospitaliser,5.19
hospitalité,6.72
hospodar,0.54
hostau,0.20
hostellerie,1.22
hostie,3.85
hostile,21.15
hostilement,0.20
hostilité,15.81
hosto,5.81
hot,1.67
hot dog,2.69
hot-dog,6.09
hotline,0.52
hotte,2.57
hotter,0.01
hottée,0.07
hotu,0.81
hou,8.65
houari,0.07
houblon,0.61
houe,0.37
houhou,0.46
houille,0.88
houiller,0.14
houillère,0.41
houle,10.07
houler,0.07
houlette,0.82
houleux,2.16
houligan,0.07
houliganisme,0.20
houlque,0.07
houlà,0.61
houp,0.14
houppe,0.68
houppelande,2.09
houppette,2.43
hourdis,0.07
houri,0.61
hourra,5.18
hourrah,0.77
hourvari,0.54
house,4.74
house music,0.01
house-boat,0.07
houseau,1.08
houspiller,2.77
housse,5.68
houx,1.28
hovercraft,0.01
hoyau,0.14
huard,0.59
huart,0.27
hublot,7.77
huche,0.47
huchet,0.27
hue,2.63
huer,2.30
huerta,0.95
hugh,1.38
hugolien,0.14
huguenot,0.47
hui,2.36
huile,38.18
huiler,1.76
huileux,4.26
huilier,0.10
huilé,3.24
huipil,0.54
huis,1.82
huisserie,0.34
huissier,5.95
huit,102.50
huit-reflets,0.27
huitaine,1.01
huitième,2.43
hulotte,0.61
hululement,1.82
hululer,1.35
hum,33.59
humain,111.55
humain-robot,0.03
humainement,0.95
humanisation,0.14
humaniser,1.35
humanisme,2.30
humaniste,1.08
humanitaire,2.02
humanitarisme,0.11
humanité,24.32
humano,0.16
humanoïde,0.46
humble,18.45
humblement,3.65
humbug,0.01
humectage,0.01
humectant,0.05
humecter,4.53
humer,9.53
humeur,58.04
humide,53.31
humidement,0.07
humidificateur,0.20
humidification,0.03
humidifier,0.47
humidité,14.86
humiliant,5.08
humiliation,13.65
humilier,16.01
humilité,12.09
humilié,4.32
humoral,0.07
humoriste,0.74
humoristique,1.22
humour,17.22
humus,5.74
humérus,0.34
hun,0.68
hune,0.41
hunier,0.17
hunter,0.02
huppe,0.34
huppé,2.09
hure,2.36
hurlant,7.50
hurlement,20.95
hurler,88.65
hurleur,0.47
hurluberlu,0.61
huron,0.07
hurrah,0.61
hurricane,0.56
huskies,0.20
husky,0.28
hussard,3.45
hussite,0.20
hutte,7.84
hutter,0.77
huée,1.49
huître,7.64
huîtrier,0.07
huîtrière,0.07
hyacinthe,0.07
hybridation,0.05
hybride,1.97
hydatique,0.01
hydne,0.07
hydratant,0.38
hydratation,0.13
hydrate,0.42
hydrater,0.58
hydraulicien,0.01
hydraulique,1.41
hydravion,0.61
hydre,0.34
hydrique,0.07
hydro,0.17
hydro-électrique,0.07
hydrocarbure,0.50
hydrochlorique,0.09
hydrocortisone,0.03
hydrocution,0.07
hydrocèle,0.07
hydrocéphale,0.22
hydrocéphalie,0.01
hydrodynamique,0.01
hydrofoil,0.01
hydroglisseur,0.06
hydrographe,0.14
hydrographie,0.07
hydrographique,0.27
hydrogène,1.76
hydrogénisation,0.14
hydrogéné,0.04
hydrolase,0.10
hydrologie,0.02
hydrolyse,0.03
hydromel,0.52
hydrophile,1.01
hydrophobe,0.01
hydrophobie,0.07
hydrophone,0.25
hydrophyte,0.01
hydropique,0.34
hydropisie,0.27
hydropneumatique,0.14
hydroponique,0.28
hydroptère,0.02
hydroquinone,0.14
hydrostatique,0.04
hydrothérapie,0.14
hydrox,0.01
hydroxyde,0.13
hydroélectrique,0.36
hygiaphone,0.20
hygiène,6.35
hygiénique,4.12
hygiéniquement,0.07
hygiéniste,0.20
hygroma,0.03
hygromètre,0.14
hygrométrie,0.14
hygrométrique,0.14
hylémorphique,0.07
hymen,2.05
hymne,8.72
hyménoptère,0.27
hyménée,0.34
hyoïde,0.16
hypallage,0.07
hyper,6.66
hyperacidité,0.01
hyperactif,0.20
hyperactivité,0.17
hyperbare,0.07
hyperbole,0.34
hyperbolique,0.20
hyperboliquement,0.07
hyperborée,0.07
hyperboréen,0.54
hypercalcémie,0.07
hypercholestérolémie,0.03
hypercoagulabilité,0.03
hyperespace,1.89
hyperesthésie,0.07
hyperkaliémie,0.03
hyperlipidémie,0.07
hyperlipémie,0.01
hypermarché,0.27
hypermnésie,0.07
hypernerveux,0.27
hyperplan,0.01
hyperplasie,0.04
hyperréactivité,0.01
hyperréalisme,0.07
hyperréaliste,0.14
hypersensibilité,0.22
hypersensible,0.34
hypersomnie,0.03
hypersonique,0.01
hypersustentateur,0.06
hypertendu,0.20
hypertension,0.71
hyperthermie,0.15
hyperthyroïdien,0.07
hypertonique,0.06
hypertrichose,0.03
hypertrophie,0.56
hypertrophique,0.07
hypertrophié,0.27
hyperventilation,0.23
hyperémotivité,0.07
hypnagogique,0.07
hypnogène,0.54
hypnose,3.29
hypnotique,1.16
hypnotiquement,0.14
hypnotiser,4.19
hypnotiseur,0.63
hypnotisme,0.30
hypo,0.19
hypoallergénique,0.09
hypocalcémie,0.03
hypocapnie,0.01
hypocauste,0.07
hypocentre,0.01
hypochlorite,0.01
hypochondriaque,0.12
hypocondre,0.14
hypocondriaque,0.34
hypocondrie,0.27
hypocras,0.20
hypocrisie,5.61
hypocrite,6.49
hypocritement,1.69
hypoderme,0.07
hypodermique,0.40
hypoglycémie,0.40
hypoglycémique,0.20
hypogonadisme,0.03
hypogée,0.81
hypokhâgne,1.28
hyponatrémie,0.05
hypophysaire,0.07
hypophyse,0.14
hypoplasie,0.01
hypospadias,0.01
hypostase,0.07
hyposulfite,0.20
hypotaupe,0.07
hypotendu,0.03
hypotensif,0.03
hypotension,0.28
hypothalamus,0.29
hypothermie,0.80
hypothermique,0.04
hypothyroïdie,0.04
hypothèque,2.78
hypothèse,16.82
hypothécaire,0.09
