lemma,freq
angulosité,0.07
angustura,0.27
angéite,0.01
angélique,4.86
angéliquement,0.14
angélisme,0.47
angélus,1.28
anhydre,0.04
anhydride,0.07
anicroche,0.74
aniline,0.27
animal,82.64
animal-roi,0.07
animalcule,0.14
animalement,0.27
animalerie,0.42
animalier,0.61
animalité,1.42
animateur,2.72
animation,8.31
animaux,2.30
animaux-espions,0.01
animer,33.78
animique,0.07
animisme,0.07
animiste,0.07
animosité,2.64
animus,0.02
animé,8.92
anionique,0.01
anis,2.50
anisette,1.15
anisé,0.07
ankh,0.07
ankylose,0.95
ankyloser,0.88
ankylosé,1.28
annales,1.76
annamite,0.34
anneau,21.61
annelé,1.22
annexe,2.97
annexer,3.45
annexion,0.74
annihilant,0.14
annihilateur,0.12
annihilation,0.46
annihiler,0.84
anniv,0.26
anniversaire,82.79
annonce,23.76
annoncer,133.92
annonceur,0.58
annonciateur,2.30
annonciation,0.61
annotation,0.88
annoter,0.81
annuaire,4.56
annuel,5.78
annuellement,0.15
annulaire,2.64
annulation,2.46
annuler,42.11
annulé,1.75
année,375.54
année-lumière,1.16
anobli,0.07
anoblir,0.68
anoblissement,0.14
anode,0.02
anodin,8.65
anodique,0.20
anomalie,3.96
anomoure,0.07
anonymat,3.04
anonyme,14.80
anonymement,0.42
anonymographe,0.14
anophèle,0.01
anorak,0.88
anorexie,0.88
anorexique,0.41
anormal,7.91
anormalement,1.15
anormalité,0.20
anosmie,0.07
anosmique,0.07
anoxie,0.09
anse,6.08
antagonique,0.03
antagonisme,1.55
antagoniste,0.88
antalgique,0.50
antan,4.86
antarctique,0.07
ante,1.12
antenne,11.59
anthologie,0.81
anthonome,0.01
anthracine,0.04
anthracite,1.82
anthracose,0.01
anthracène,0.01
anthraquinone,0.01
anthrax,1.26
anthropologie,0.78
anthropologique,0.27
anthropologiquement,0.01
anthropologiste,0.11
anthropologue,1.46
anthropomorphe,0.07
anthropomorphique,0.07
anthropomorphiser,0.01
anthropomorphisme,0.34
anthropométrie,0.27
anthropométrique,0.41
anthropophage,0.47
anthropophagie,0.61
anthropopithèque,0.14
anthropoïde,0.20
anthume,0.20
anti,0.81
anti-acné,0.02
anti-agression,0.07
anti-allergie,0.01
anti-anatomique,0.01
anti-apartheid,0.07
anti-aphrodisiaque,0.07
anti-asthmatique,0.01
anti-atomique,0.07
anti-avortement,0.12
anti-aérien,0.41
anti-beauf,0.01
anti-bison,0.07
anti-blindage,0.04
anti-blouson,0.07
anti-bombe,0.10
anti-braquage,0.01
anti-brouillard,0.12
anti-bruit,0.16
anti-cancer,0.04
anti-capitaliste,0.03
anti-castriste,0.02
anti-cellulite,0.01
anti-chambre,0.14
anti-char,0.20
anti-cité,0.07
anti-civilisation,0.07
anti-club,0.02
anti-colère,0.01
anti-communisme,0.14
anti-communiste,0.07
anti-conformisme,0.14
anti-conformiste,0.01
anti-conglutinatif,0.07
anti-corps,0.08
anti-corruption,0.04
anti-crash,0.01
anti-crime,0.03
anti-criminalité,0.01
anti-desperado,0.01
anti-dieu,0.03
anti-discrimination,0.02
anti-dopage,0.06
anti-douleur,0.46
anti-drague,0.01
anti-dramatique,0.07
anti-drogue,0.42
anti-débauche,0.07
anti-démocratique,0.14
anti-démon,0.04
anti-establishment,0.02
anti-existence,0.07
anti-explosion,0.04
anti-fasciste,0.02
anti-femme,0.01
anti-flingage,0.07
anti-flip,0.07
anti-frigo,0.07
anti-fusionnel,0.01
anti-féministe,0.07
anti-g,0.01
anti-gang,0.33
anti-gel,0.05
anti-gerce,0.01
anti-gouvernement,0.10
anti-graffiti,0.01
anti-gravité,0.06
anti-gros,0.01
anti-hypertenseur,0.01
anti-immigration,0.02
anti-impérialiste,0.11
anti-incendie,0.16
anti-inertie,0.01
anti-infectieux,0.01
anti-inflammatoire,0.07
anti-insecte,0.07
anti-instinct,0.07
anti-insurrectionnel,0.01
anti-intimité,0.04
anti-japon,0.07
anti-jeunes,0.07
anti-mafia,0.07
anti-maison,0.14
anti-manipulation,0.01
anti-manoir,0.07
anti-mariage,0.03
anti-matière,0.09
anti-militariste,0.01
anti-mite,0.14
anti-monde,0.07
anti-moustique,0.58
anti-métaphysique,0.07
anti-nausée,0.01
anti-navire,0.01
anti-nucléaire,0.06
anti-odeur,0.14
anti-origine,0.07
anti-panache,0.07
anti-particule,0.01
anti-pasteur,0.07
anti-patriote,0.01
anti-patriotique,0.06
anti-pelliculaire,0.13
anti-piratage,0.01
anti-pirate,0.01
anti-poison,0.14
anti-poisse,0.07
anti-pollution,0.04
anti-poux,0.04
anti-psychotique,0.01
anti-pub,0.07
anti-racket,0.06
anti-rapt,0.07
anti-rejet,0.20
anti-religion,0.01
anti-rhume,0.02
anti-romain,0.07
anti-romantique,0.01
anti-rouille,0.01
anti-russe,0.11
anti-sida,0.02
anti-sociaux,0.04
anti-société,0.07
anti-somnolence,0.01
anti-souffle,0.03
anti-sous-marin,0.02
anti-soviétique,0.07
anti-stress,0.35
anti-syndical,0.01
anti-sèche,0.07
anti-sémite,0.04
anti-sémitisme,0.08
anti-tabac,0.17
anti-tank,0.03
anti-tapisserie,0.07
anti-temps,0.27
anti-tension,0.01
anti-terrorisme,0.53
anti-terroriste,0.26
anti-toux,0.01
anti-truie,0.01
anti-venin,0.18
anti-vieillissement,0.04
anti-viol,0.09
anti-violence,0.01
anti-viral,0.13
anti-virus,0.09
anti-vol,0.36
anti-âge,0.74
anti-émeute,0.15
anti-émotionnelle,0.07
anti-évasion,0.01
antiacide,0.12
antialcoolique,0.02
antiaméricain,0.14
antiaméricanisme,0.07
antiatomique,0.31
antiaérien,1.35
antibactérien,0.03
antibiotique,5.22
antiblocage,0.07
antibois,0.14
antibolchevisme,0.14
antibourgeois,0.07
antibrouillard,0.07
antibruit,0.01
anticalcaire,0.07
anticapitaliste,0.14
anticastriste,0.07
anticatholique,0.07
antichambre,8.58
antichar,1.89
antichoc,0.04
anticholinergique,0.01
antichristianisme,0.07
antichrétien,0.14
anticipateur,0.20
anticipation,2.23
anticipatoire,0.07
anticiper,4.14
anticipé,1.64
anticlérical,1.15
anticléricalisme,0.34
anticoagulant,0.21
anticolonialisme,0.07
anticommunisme,0.88
anticommuniste,1.82
anticonformisme,0.07
anticonformiste,0.05
anticonstitutionnel,0.19
anticonstitutionnellement,0.01
anticorps,1.35
anticyclique,0.01
anticyclone,0.07
antidater,0.27
antidopage,0.01
antidote,4.48
antidouleur,0.34
antidreyfusard,0.14
antidreyfusisme,0.07
antidrogue,0.08
antidémarrage,0.01
antidémocratique,0.07
antidépresseur,0.98
antidérapant,0.14
antienne,1.62
antiesclavagiste,0.01
antifading,0.07
antifascisme,0.07
antifasciste,0.88
antifongique,0.03
antifumée,0.01
antiféminisme,0.07
antigang,0.16
antigel,0.20
antigermanisme,0.07
antigravitation,0.01
antigravitationnel,0.04
antigravité,0.01
antigrippe,0.16
antigène,0.34
antihistaminique,0.25
antihygiénique,0.07
antihéros,0.04
antillais,4.12
antilogique,0.01
antilope,2.16
antimarxiste,0.07
antimatière,0.14
antimicrobien,0.01
antimigraineux,0.02
antimilitarisme,0.34
antimilitariste,0.81
antimissile,0.04
antimite,0.61
antimoine,0.27
antimonde,0.07
antinationaliste,0.14
antinaturel,0.14
antinomie,0.34
antinomique,0.20
antinucléaire,0.14
antioxydant,0.05
antipape,0.14
antiparasitage,0.07
antiparasite,0.14
antipathie,1.82
antipathique,2.03
antipatriote,0.01
antipelliculaire,0.01
antipersonnel,0.41
antiphrase,0.34
antipodaire,0.07
antipode,2.43
antipodiste,0.14
antipoison,0.16
antipoliomyélitique,0.07
antipollution,0.05
antipopulaire,0.07
antiproton,0.07
antiprotéase,0.01
antipsychiatrie,0.14
antipsychotique,0.10
antiquaille,0.41
antiquaire,7.03
antiquark,0.01
antique,15.54
antiquité,6.55
antirabique,0.07
antiracisme,0.11
antiradiation,0.02
antireligieux,0.14
antirides,0.07
antirouille,0.06
antirusse,0.07
antirépublicain,0.07
antisatellite,0.03
antiscientifique,0.14
antisepsie,0.07
antiseptique,0.32
antisexuel,0.07
antiskating,0.07
antisocial,0.77
antisolaire,0.14
antisoviétique,0.34
antisoviétisme,0.07
antispasmodique,0.07
antisportif,0.01
antistalinien,0.27
antistatique,0.07
antistress,0.01
antisèche,0.23
antisémite,1.55
antisémitisme,1.62
antisérum,0.09
antitabac,0.07
antiterrorisme,0.01
antiterroriste,0.66
antithèse,0.88
antitout,0.07
antitoxine,0.08
antitoxique,0.10
antitrust,0.24
antituberculeux,0.14
antitussif,0.07
antityphoïdique,0.07
antitétanique,0.22
antivariolique,0.01
antivenimeux,0.03
antiviolence,0.02
antiviral,0.16
antivirus,0.66
antivol,0.30
antiémeute,0.01
antiémétique,0.01
antonin,0.14
antonomase,0.07
antonyme,0.14
antre,4.66
antéchrist,2.89
antécédent,5.71
antédiluvien,0.88
antépénultième,0.20
antérieur,10.27
antérieurement,1.01
antérograde,0.07
anus,1.82
anuscopie,0.01
anxieusement,2.36
anxieux,10.47
anxiolytique,0.28
anxiété,10.27
anya,0.26
anéantir,13.18
anéantissement,3.38
anémie,1.31
anémique,1.15
anémié,0.14
anémomètre,0.14
anémométrique,0.07
anémone,3.45
anévrisme,1.33
aoriste,0.07
aorte,1.16
aortique,0.21
août,49.66
aoûtat,0.08
aoûtien,0.07
apache,1.28
apaisant,6.62
apaisement,7.23
apaiser,35.00
apanage,1.22
apartheid,0.53
aparté,1.69
apathie,1.49
apathique,0.54
apatride,0.68
apax,0.07
ape,0.23
apercevoir,233.11
aperçu,2.57
apesanteur,0.93
apeurer,1.76
apeuré,5.68
apex,0.33
aphasie,0.27
aphasique,0.47
aphone,1.01
aphonie,0.14
aphorisme,0.88
aphrodisiaque,1.27
aphrodisie,0.14
aphrodite,0.01
aphteux,0.34
aphérèse,0.07
api,0.20
apiculteur,0.10
apiculture,0.04
apion,0.07
apis,0.01
apitoiement,0.61
apitoyer,6.22
apivore,0.07
aplanir,2.57
aplanissement,0.34
aplasie,0.01
aplat,0.27
aplati,3.65
aplatir,14.53
aplatissement,0.54
aplomb,9.05
apnée,0.60
apocalypse,6.35
apocalyptique,1.76
apocope,0.01
apocryphe,0.27
apodictique,0.07
apogée,1.76
apolitique,0.60
apolitisme,0.07
apollon,0.14
apologie,1.22
apologiste,0.20
apologue,0.61
apologétique,0.47
aponévrotique,0.01
apoplectique,0.88
apoplexie,0.95
apoptose,0.03
apostasie,0.41
apostat,0.46
apostolat,1.08
apostolique,1.96
apostrophe,1.76
apostropher,3.31
apostume,0.07
apothicaire,1.28
apothicairerie,0.07
apothéose,4.26
apparaissant,0.14
apparat,4.86
apparatchik,0.34
apparaux,0.20
apparaître,159.26
appareil,51.53
appareil-photo,0.32
appareillage,1.89
appareiller,2.97
apparemment,43.08
apparence,48.51
apparent,19.32
apparentement,0.07
apparenter,4.86
apparenté,0.20
apparier,0.81
appariteur,0.61
apparition,32.64
appart,18.07
appartement,99.26
appartement-roi,0.07
appartenance,3.45
appartenant,0.27
appartenir,92.36
appas,0.95
appauvrir,1.89
appauvrissant,0.20
appauvrissement,0.74
appeau,0.41
appel,100.18
appelant,0.54
appeler,1165.48
appeleur,0.07
appellation,3.31
appelé,3.65
appendice,1.96
appendicectomie,0.25
appendicite,1.75
appendre,0.41
appentis,2.64
appert,0.14
appesantir,3.04
appesantissement,0.07
applaudimètre,0.02
applaudir,17.97
applaudissement,9.26
applaudisseur,0.01
applicabilité,0.02
applicable,1.01
applicateur,0.28
application,15.88
applique,1.35
appliquer,47.84
appliqué,6.01
appoggiature,0.07
appoint,1.76
appointer,0.74
appointé,0.34
appontage,0.20
appontement,0.47
apponter,0.09
apport,1.82
apporter,209.91
apposer,3.04
apposition,0.14
apprenant,0.20
apprendre,348.47
apprenti,17.64
apprenti-pilote,0.02
apprenti-sorcier,0.14
apprentissage,10.47
appris,1.49
apprivoiser,10.54
apprivoiseur,0.07
approbateur,1.55
approbatif,0.07
approbation,9.80
approbativement,0.07
approchant,1.82
approche,28.03
approcher,196.15
approché,0.47
approfondi,1.69
approfondir,7.57
approfondissement,0.02
appropriation,0.34
approprier,5.73
approprié,4.77
approuver,36.08
approuvé,1.23
approvisionnement,2.57
approvisionner,2.16
approximatif,3.65
approximation,1.35
approximativement,1.96
appréciable,3.18
appréciateur,0.54
appréciation,3.99
apprécier,77.21
appréhender,5.34
appréhensif,0.01
appréhension,10.20
apprêt,1.42
apprêter,29.46
apprêté,1.22
appui,30.81
appui-main,0.14
appui-tête,0.01
appuie-tête,0.14
appuyer,126.01
appuyé,5.07
appât,6.74
appâter,1.59
appétence,0.34
appétissant,2.77
appétit,26.76
aprèm,1.35
après,821.55
après-coup,0.02
après-demain,11.77
après-déjeuner,0.14
après-dîner,0.74
après-guerre,3.24
après-mort,0.07
après-rasage,0.45
après-repas,0.07
après-shampoing,0.04
après-shampooing,0.07
après-ski,0.20
après-vente,0.05
apte,4.59
aptitude,4.59
aptère,0.14
apurer,0.41
apéritif,9.46
apéro,4.05
apôtre,6.28
aquaculture,0.01
aquagym,0.04
aquaplane,0.07
aquarelle,8.85
aquarelliste,0.14
aquariophilie,0.03
aquarium,5.88
aquatinte,0.10
aquatique,1.89
aquavit,0.18
aqueduc,1.15
aqueux,0.88
aquifère,0.01
aquilin,1.08
aquilon,0.54
aquitain,0.07
ara,0.85
arabe,32.64
arabesque,4.53
arabica,0.27
arabique,0.27
arabisant,0.20
arable,0.18
arac,0.03
arachide,0.61
arachnide,0.39
arachnoïde,0.14
arachnéen,0.68
aragonais,0.20
aragonite,0.01
araigne,0.07
araignée,18.20
araignée-crabe,0.07
araire,0.01
arak,0.41
araldite,0.01
aralia,0.07
aramide,0.01
aramon,0.41
araméen,0.45
araser,0.14
aratoire,0.47
araucan,0.07
araucanien,0.27
araucaria,0.54
arbalète,1.55
arbalétrier,0.88
arbi,0.27
arbitrage,0.88
arbitraire,3.78
arbitrairement,0.95
arbitre,7.59
arbitrer,1.08
arbois,0.07
arborer,10.61
arborescence,0.20
arborescent,0.27
arboretum,0.09
arboricole,0.01
arboriculteur,0.01
arboriculture,0.07
arbouse,0.41
arbre,208.58
arbrisseau,1.28
arbuste,7.30
arc,17.30
arc-boutant,0.54
arc-boutement,0.07
arc-bouter,5.00
arc-en-ciel,4.46
arcade,12.36
arcadien,0.20
arcan,0.74
arcane,1.35
arceau,3.04
archange,4.46
archangélique,0.20
archaïque,2.50
archaïsant,0.07
archaïsme,0.54
arche,7.16
archer,3.77
archet,2.30
archevêché,1.08
archevêque,6.28
archi,0.75
archi-blet,0.07
archi-connu,0.07
archi-dégueu,0.07
archi-faux,0.05
archi-libre,0.07
archi-mortels,0.01
archi-méfiance,0.07
archi-nul,0.01
archi-nuls,0.23
archi-plein,0.07
archi-prouvé,0.07
archi-prudent,0.07
archi-ringard,0.07
archi-usé,0.01
archi-vieux,0.07
archiatre,0.20
archicomble,0.14
archiconnu,0.07
archidiacre,0.26
archidiocèse,0.19
archiduc,4.46
archifaux,0.07
archimandrite,0.61
archipel,3.85
archiprêtre,0.95
architecte,9.98
architectonie,0.14
architectonique,0.14
architectural,2.70
architecturalement,0.07
architecture,12.23
architrave,0.20
archivage,0.06
archive,9.42
archiver,0.90
archiviste,1.55
archiviste-paléographe,0.14
archivolte,0.41
archiépiscopal,0.07
archonte,0.14
archéologie,1.69
archéologique,0.81
archéologue,4.59
archéoptéryx,0.20
archétype,0.88
arctique,0.61
ardemment,5.20
ardennais,0.34
ardent,21.89
arder,0.51
ardeur,25.74
ardillon,0.68
ardin,0.07
ardito,0.07
ardoise,9.80
ardre,0.07
ardu,5.00
ardéchois,0.07
ardûment,0.14
are,15.80
area,0.12
arec,0.27
arganier,0.34
argent,515.10
argenterie,3.99
argentier,0.41
argentin,5.47
argenton,0.07
argenté,10.54
argile,9.66
argileux,0.54
argilière,0.02
argol,0.14
argon,0.38
argonaute,0.10
argot,4.86
argotique,0.95
argousin,1.35
arguer,1.89
argument,18.18
argumentaire,0.13
argumentateur,0.01
argumentatif,0.02
argumentation,0.88
argumenter,1.49
argus,0.68
argutie,0.54
aria,0.81
arianisme,0.07
aride,6.15
aridité,1.55
arien,0.72
arioso,0.14
aristarque,0.14
aristo,1.08
aristocrate,3.58
aristocratie,3.92
aristocratique,2.91
aristocratiquement,0.07
aristocratisme,0.07
aristoloche,0.14
aristotélicien,0.14
arithmomètre,0.07
arithmétique,2.23
arithmétiquement,0.07
ariégeois,0.14
arkose,0.14
arlequin,0.47
arlésien,0.14
arlésienne,0.20
armada,1.35
armadille,0.07
armagnac,0.74
armateur,2.30
armature,2.91
arme,220.22
arme-miracle,0.10
armement,9.80
armer,29.77
armistice,15.54
armoire,45.54
armoirie,1.89
armoise,0.38
armon,0.01
armorial,0.34
armure,8.11
armurerie,0.94
armurier,1.69
armé,26.53
armée,146.55
arménien,1.07
arménoïde,0.07
arméria,0.14
arnaque,6.27
arnaquer,6.37
arnaqueur,1.47
arnica,0.61
arobase,0.14
aromate,0.88
aromathérapie,0.18
aromatique,0.74
aromatiser,0.54
aronde,0.47
arousal,0.07
arpent,0.95
arpentage,0.27
arpenter,9.53
arpenteur,1.49
arpette,0.01
arpion,1.08
arpège,1.49
arpète,1.15
arquebusade,0.14
arquebuse,8.72
arquer,2.36
arqué,2.97
arrachage,0.27
arrache-clou,0.07
arrachement,3.11
arracher,113.38
arracheur,0.74
arraché,8.51
arraisonner,0.61
arrangeant,0.47
arrangement,10.23
arranger,116.14
arrangeur,0.10
arrestation,20.59
arrimage,0.61
arrimer,2.91
arrivage,1.96
arrivant,5.07
arriver,1252.42
arrivisme,0.27
arriviste,0.77
arrivé,59.24
arrivée,80.00
arrière,95.00
arrière-automne,0.14
arrière-ban,0.20
arrière-boutique,6.35
arrière-cour,1.35
arrière-cousin,0.12
arrière-cuisine,0.14
arrière-fond,0.95
arrière-garde,2.03
arrière-gorge,0.27
arrière-goût,1.28
arrière-grand-mère,2.57
arrière-grand-oncle,0.41
arrière-grand-père,4.12
arrière-grand-tante,0.20
arrière-loge,0.07
arrière-magasin,0.07
arrière-main,0.07
arrière-monde,0.14
arrière-neveux,0.07
arrière-pays,1.15
arrière-pensée,5.95
arrière-petit-fils,0.61
arrière-petit-neveu,0.27
arrière-petite-fille,0.81
arrière-petite-nièce,0.14
arrière-petits-fils,0.41
arrière-petits-neveux,0.07
arrière-plan,2.70
arrière-saison,1.22
arrière-salle,2.36
arrière-train,1.69
arriération,0.27
arriéré,2.03
arrogamment,0.47
arrogance,3.92
arrogant,5.29
arroger,1.01
arroi,0.68
arrondi,7.84
arrondir,14.53
arrondissement,8.38
arrosage,1.89
arroser,19.73
arroseur,0.47
arrosoir,3.58
arrosé,1.69
arrêt,53.92
arrêt-buffet,0.07
arrête-boeuf,0.07
arrêter,993.79
arrêté,10.68
ars,0.94
arsacide,0.07
arsenal,5.74
arsenic,1.22
arsouille,0.54
arsouiller,0.07
arsénieux,0.07
art,91.49
artefact,0.67
arthrite,1.75
arthritique,0.41
arthrodèse,0.14
arthropathie,0.01
arthroplastie,0.01
arthroscopie,0.01
arthrose,0.86
arthurien,0.20
artichaut,2.57
artiche,1.82
article,50.34
article-choc,0.07
articulaire,0.17
articulation,6.01
articuler,12.97
articulet,0.14
articulé,3.65
artifice,10.95
artificialité,0.01
artificiel,12.16
artificiellement,1.42
artificier,1.35
artiflot,0.34
artillerie,17.36
artilleur,8.45
artimon,0.22
artisan,10.74
artisanal,1.62
artisanalement,0.07
artisanat,1.15
artison,0.07
artiste,45.88
artiste-peintre,0.27
artistement,0.81
artistique,10.00
artistiquement,0.61
artère,7.09
artéfact,0.13
artériectomie,0.07
artériel,1.76
artériographie,0.09
artériole,0.14
artériopathie,0.16
artériosclérose,0.27
artérite,0.07
artésien,0.27
arum,0.61
aruspice,0.15
arverne,0.14
aryen,1.84
aryenne,0.20
arythmie,0.64
arythmique,0.03
arçon,0.95
arène,5.54
aréflexie,0.02
aréna,0.05
aréole,0.54
aréopage,1.08
aréopagite,0.07
aréquier,0.14
arétin,0.07
arête,10.81
arôme,2.70
as,18.80
as-rois,0.01
asa,0.02
asana,0.02
asbeste,0.01
asbestose,0.01
ascaris,0.20
ascendance,2.23
ascendant,3.18
ascendre,0.05
ascenseur,25.88
ascension,8.04
ascensionnel,0.34
ascensionner,0.07
ascite,0.04
asclépias,0.14
ascorbique,0.01
ascot,0.03
ascèse,1.35
ascète,0.74
ascétique,1.22
ascétisme,0.74
asdic,0.10
asepsie,0.07
aseptique,0.27
aseptisation,0.14
aseptisé,0.68
asexualité,0.01
asexué,0.95
ashanti,0.07
ashkénaze,0.27
ashram,0.16
asiate,0.47
asiatique,3.00
asilaire,0.07
asile,26.56
asociabilité,0.07
asocial,0.74
asparagus,0.41
aspartam,0.07
aspartame,0.01
aspartique,0.01
aspect,41.28
asperge,8.65
asperger,7.23
aspergillose,0.02
aspergillus,0.07
aspersion,0.68
asphalte,6.89
asphalter,0.47
asphodèle,0.61
asphyxiant,1.08
asphyxie,1.35
asphyxier,2.91
asphyxié,1.08
aspi,0.14
aspic,1.08
aspidistra,0.41
aspirant,1.82
aspirateur,4.52
aspirateurs-traîneaux,0.07
aspiration,6.22
aspirer,28.85
aspirine,9.18
aspiré,1.08
aspre,0.07
aspécifique,0.01
aspérité,2.77
assa-foetida,0.27
assagi,0.88
assagir,0.95
assaillant,3.72
assaillir,10.54
assainir,1.01
assainissement,0.34
assaisonnement,0.52
assaisonner,2.36
assassin,55.37
assassinat,12.16
assassiner,30.87
assassiné,5.63
assaut,32.16
assavoir,0.14
asse,0.66
asseau,0.03
assemblage,5.88
assembler,7.03
assembleur,0.14
assemblé,1.08
assemblée,35.14
assener,5.47
assentiment,3.45
asseoir,395.27
assermenter,0.34
assermenté,0.37
assertion,1.42
asservi,0.61
asservir,2.36
asservissant,0.01
asservissement,1.15
assesseur,1.28
assez,420.14
assidu,2.91
assiduité,1.82
assidûment,1.96
assiette,56.62
assiettée,0.95
assignation,1.68
assignement,0.01
assigner,4.93
assimilable,0.54
assimilant,0.07
assimilation,1.49
assimiler,8.38
assimilé,0.74
assis,30.27
assise,9.66
assistanat,0.14
assistance,20.00
assistant,31.93
assister,62.23
assisté,0.88
assiégeant,0.95
assiéger,5.81
assiégé,2.77
association,12.02
associer,14.19
associé,22.51
assoiffer,2.91
assoiffé,1.62
assombrir,13.78
assombrissement,0.14
assommant,3.04
assommer,17.23
assommeur,0.14
assommoir,0.68
assomption,0.47
assonance,0.27
assorti,4.05
assortiment,2.23
assortir,5.95
assoupi,5.34
assoupir,11.01
assoupissant,0.07
assoupissement,1.01
assouplir,2.23
assouplissant,0.03
assouplissement,0.54
assourdi,3.45
assourdir,7.70
assourdissant,6.49
assourdissement,0.14
assouvir,5.41
assouvissement,1.22
assujetti,0.27
assujettir,3.24
assujettissant,0.01
assujettissement,0.34
assumer,14.80
assurable,0.01
assurage,0.02
assurance,33.24
assurance-accidents,0.10
assurance-chômage,0.01
assurance-maladie,0.07
assurance-vie,1.32
assurer,126.55
assureur,1.93
assureur-conseil,0.07
assuré,14.19
assurément,10.41
assuétude,0.01
assyrien,0.27
assyro,0.20
assèchement,0.47
assécher,3.58
asséner,0.47
astarté,0.07
aste,0.02
aster,0.47
asthmatique,1.37
asthme,3.18
asthénie,0.47
asti,0.20
astic,0.07
asticot,2.23
asticoter,1.89
astigmate,0.06
astigmatisme,0.07
astiquage,0.47
astiquer,9.80
astiqueur,0.01
astragale,0.47
astrakan,1.69
astral,2.02
astre,12.30
astreignant,0.34
astreindre,3.78
astreint,0.34
astreinte,0.07
astringent,0.47
astro,0.14
astrochimie,0.04
astrolabe,0.14
astrologie,0.87
astrologique,0.61
astrologiquement,0.01
astrologue,1.08
astrométrie,0.01
astronaute,6.45
astronautique,0.07
astronef,0.27
astronome,1.42
astronomie,1.01
astronomique,1.89
astronomiquement,0.02
astrophore,0.14
astrophysicien,0.14
astrophysique,0.28
astroport,0.06
astroscope,0.01
astuce,5.07
astucieusement,0.41
astucieux,3.75
asturienne,0.07
astérisme,0.14
astérisque,0.34
astéroïde,2.28
asymptomatique,0.20
asymétrie,0.49
asymétrique,1.08
asymétriquement,0.20
asynchrone,0.01
asystolie,0.27
atabeg,0.20
